Date,Ticker,Action,Price,Shares,Value,Signal_Probability
2025-04-07 00:00:00,NVDA,BUY,97.6277084350586,29.52631062244299,2882.5860446108377,0.975897490978241
2025-04-08 00:00:00,NVDA,BUY,96.28788757324219,29.63944056507382,2853.9191208636216,0.9868277311325073
2025-06-25 00:00:00,NVDA,SELL,154.30130004882812,26.86756267326319,4145.699849627878,0.9659309387207031
2025-06-30 00:00:00,NVDA,SELL,157.98109436035156,26.739550848335185,4224.34350572426,0.96214759349823
2025-07-01 00:00:00,NVDA,SELL,153.29136657714844,26.92600672986883,4127.524368087089,0.9279776215553284
2025-07-02 00:00:00,NVDA,SELL,157.2411346435547,26.746122901977397,4205.59071242289,0.9448447823524475
2025-07-03 00:00:00,NVDA,SELL,159.3310089111328,26.643558050283385,4245.144985133987,0.9350290298461914
2025-07-08 00:00:00,NVDA,SELL,159.99098205566406,26.607752751724835,4257.000493042754,0.9342414140701294
2025-07-09 00:00:00,NVDA,SELL,162.87081909179688,26.444042933215506,4306.9629326314525,0.94671630859375
2025-07-10 00:00:00,NVDA,SELL,164.09075927734375,26.369964713347617,4327.067531929973,0.9528170228004456
2025-07-11 00:00:00,NVDA,SELL,164.91070556640625,26.316537538517746,4339.878773541777,0.970401406288147
2025-07-14 00:00:00,NVDA,SELL,164.06076049804688,26.374033475320388,4326.943989362009,0.960491955280304
2025-07-15 00:00:00,NVDA,SELL,170.69036865234375,25.90176039871374,4421.181031201127,0.969897985458374
2025-07-16 00:00:00,NVDA,SELL,171.36033630371094,25.852174103824364,4430.03724861343,0.9715547561645508
2025-07-17 00:00:00,NVDA,SELL,172.99024963378906,25.727181351432996,4450.551524358157,0.9715547561645508
2025-07-18 00:00:00,NVDA,SELL,172.40028381347656,25.77350171926259,4443.359011267997,0.9734684228897095
2025-07-21 00:00:00,NVDA,SELL,171.37034606933594,25.86049007869267,4431.721134308192,0.9675741791725159
2025-07-24 00:00:00,NVDA,SELL,173.73020935058594,25.64907226365233,4456.018694012626,0.9004952907562256
